0.349020,0.478431,0.525490,0.521569,0.498039,0.513726,0.509804,0.447059,0.419608,0.415686,0.380392,0.364706,0.372549,0.474510,0.482353,0.427451,0.458824,0.505882,0.552941,0.486275,0.517647,0.564706,0.588235,0.556863,0.470588
0.380392,0.517647,0.556863,0.521569,0.415686,0.364706,0.364706,0.349020,0.301961,0.298039,0.400000,0.439216,0.419608,0.474510,0.372549,0.356863,0.368627,0.349020,0.333333,0.329412,0.388235,0.505882,0.607843,0.576471,0.474510
0.435294,0.525490,0.580392,0.533333,0.345098,0.270588,0.250980,0.282353,0.329412,0.294118,0.254902,0.254902,0.298039,0.286275,0.305882,0.388235,0.458824,0.349020,0.352941,0.325490,0.443137,0.545098,0.580392,0.568627,0.474510
0.450980,0.505882,0.596078,0.580392,0.498039,0.419608,0.447059,0.317647,0.396078,0.290196,0.337255,0.223529,0.278431,0.360784,0.341176,0.298039,0.407843,0.439216,0.482353,0.435294,0.537255,0.592157,0.607843,0.545098,0.474510
0.439216,0.533333,0.588235,0.576471,0.549020,0.494118,0.462745,0.380392,0.360784,0.396078,0.380392,0.309804,0.400000,0.415686,0.403922,0.470588,0.450980,0.443137,0.415686,0.454902,0.552941,0.619608,0.635294,0.596078,0.505882
0.443137,0.529412,0.556863,0.576471,0.556863,0.466667,0.392157,0.305882,0.470588,0.596078,0.443137,0.400000,0.466667,0.403922,0.549020,0.713726,0.568627,0.376471,0.400000,0.458824,0.564706,0.619608,0.647059,0.588235,0.498039
0.415686,0.486275,0.533333,0.541176,0.501961,0.411765,0.345098,0.498039,0.647059,0.741176,0.572549,0.447059,0.486275,0.494118,0.678431,0.733333,0.647059,0.549020,0.415686,0.443137,0.537255,0.600000,0.635294,0.592157,0.509804
0.400000,0.454902,0.494118,0.529412,0.513726,0.486275,0.427451,0.654902,0.686275,0.741176,0.603922,0.482353,0.505882,0.525490,0.701961,0.737255,0.674510,0.631373,0.509804,0.541176,0.584314,0.623529,0.623529,0.560784,0.498039
0.388235,0.435294,0.482353,0.525490,0.533333,0.423529,0.482353,0.678431,0.698039,0.725490,0.592157,0.486275,0.513726,0.509804,0.721569,0.741176,0.701961,0.686275,0.541176,0.533333,0.619608,0.619608,0.588235,0.541176,0.447059
0.384314,0.388235,0.470588,0.537255,0.525490,0.388235,0.537255,0.670588,0.717647,0.737255,0.584314,0.482353,0.549020,0.509804,0.709804,0.737255,0.721569,0.682353,0.564706,0.474510,0.568627,0.603922,0.560784,0.501961,0.427451
0.419608,0.352941,0.388235,0.458824,0.462745,0.345098,0.580392,0.666667,0.729412,0.752941,0.576471,0.494118,0.576471,0.505882,0.698039,0.745098,0.709804,0.686275,0.525490,0.415686,0.556863,0.560784,0.509804,0.447059,0.447059
0.439216,0.341176,0.321569,0.345098,0.325490,0.258824,0.537255,0.674510,0.721569,0.749020,0.545098,0.494118,0.580392,0.494118,0.705882,0.756863,0.701961,0.709804,0.450980,0.411765,0.498039,0.498039,0.435294,0.411765,0.423529
0.556863,0.505882,0.419608,0.305882,0.270588,0.207843,0.466667,0.682353,0.709804,0.729412,0.533333,0.494118,0.615686,0.505882,0.713726,0.745098,0.705882,0.686275,0.407843,0.407843,0.435294,0.411765,0.419608,0.392157,0.352941
0.619608,0.611765,0.494118,0.270588,0.227451,0.188235,0.372549,0.682353,0.717647,0.733333,0.600000,0.474510,0.549020,0.552941,0.733333,0.725490,0.741176,0.619608,0.305882,0.372549,0.411765,0.400000,0.388235,0.384314,0.333333
0.643137,0.600000,0.458824,0.274510,0.188235,0.207843,0.294118,0.635294,0.678431,0.709804,0.615686,0.458824,0.498039,0.584314,0.701961,0.678431,0.694118,0.521569,0.274510,0.368627,0.400000,0.376471,0.396078,0.372549,0.349020
0.650980,0.564706,0.498039,0.282353,0.215686,0.266667,0.258824,0.513726,0.568627,0.654902,0.560784,0.474510,0.517647,0.568627,0.650980,0.588235,0.592157,0.466667,0.329412,0.333333,0.372549,0.380392,0.403922,0.388235,0.352941
